InvestorsName,TotalInvested,AvgDealSize,NumDeals,NumIndustries,NumCities,NumStages,Cluster,Archetype
Lalit Vase,100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"Lalitesh Katragadda,  Ganayantrika Systems",750000.0,750000.0,1,1,1,1,0,Aggressive Investor
"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna",1500000.0,1500000.0,1,1,1,1,0,Aggressive Investor
"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",150000.0,150000.0,1,1,1,1,0,Aggressive Investor
"Lemelson Foundation, Michael and Susan Dell Foundation",3500000.0,3500000.0,1,1,1,1,0,Aggressive Investor
"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",600000.0,600000.0,1,1,1,1,0,Aggressive Investor
LetsVenture,600000.0,300000.0,2,2,2,1,0,Aggressive Investor
"LetsVenture, Kumar Bansal, Kshitij Jain",685000.0,685000.0,1,1,1,1,0,Aggressive Investor
"LetsVenture, Mohandas Pai",150000.0,150000.0,1,1,1,1,0,Aggressive Investor
Lightbox Ventures,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
Lightbox Ventures and others,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
"Lightbox Ventures, Axis Capital & Others",30000000.0,30000000.0,1,1,1,1,0,Aggressive Investor
"Lightbox Ventures, Beenos",16000000.0,16000000.0,1,1,1,1,0,Aggressive Investor
Lightspeed India,4000000.0,2000000.0,2,2,2,1,0,Aggressive Investor
"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",4600000.0,4600000.0,1,1,1,1,0,Aggressive Investor
"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
"Lightspeed India Partners, Waterbridge Ventures",7000000.0,7000000.0,1,1,1,1,0,Aggressive Investor
Lightspeed Venture Partners,2500000.0,2500000.0,1,1,1,1,0,Aggressive Investor
"Lightspeed Venture Partners India, Lightspeed US",10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
"Lightspeed Venture Partners, Vy Capital,",6600000.0,6600000.0,1,1,1,1,0,Aggressive Investor
"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",6300000.0,6300000.0,1,1,1,1,0,Aggressive Investor
Lion Ventures,200000.0,200000.0,1,1,1,1,0,Aggressive Investor
LionRock Capital,600000.0,600000.0,1,1,1,1,0,Aggressive Investor
"Lohia Group, Andre Hoffman",10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
Lothal Angel Ventures,298000.0,298000.0,1,1,1,1,0,Aggressive Investor
"Lumis Partners, The HR Fund, Rajul Garg, Quintillion Media",1800000.0,1800000.0,1,1,1,1,0,Aggressive Investor
L’Occitane,11300000.0,5650000.0,2,1,1,1,0,Aggressive Investor
M&S Partners,1200000.0,1200000.0,1,1,1,1,0,Aggressive Investor
M&S Partners Pte. Ltd,250000.0,250000.0,1,1,1,1,0,Aggressive Investor
"Mahalingam K, Girish Mathrubootham",300000.0,300000.0,1,1,1,1,0,Aggressive Investor
Mahavir Pratap Sharma,150000.0,150000.0,1,1,1,1,0,Aggressive Investor
"Mahendra Patel, Nilender Chauhan",40000.0,40000.0,1,1,1,1,0,Aggressive Investor
"Mahesh Pratapneni, Pallab Chatterjee & others",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Mahindra Holidays & Resorts India Ltd,450000.0,450000.0,1,1,1,1,0,Aggressive Investor
"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",21000000.0,21000000.0,1,1,1,1,0,Aggressive Investor
Mahindra and Mahindra Financial Services,2300000.0,2300000.0,1,1,1,1,0,Aggressive Investor
MakeMyTrip,20000000.0,10000000.0,2,2,2,1,0,Aggressive Investor
"Malini Patel, Stelcore Management Services, Anjani Prasad",155000.0,155000.0,1,1,1,1,0,Aggressive Investor
Man Capital,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"Mangroves Capital Partners, Vikas Saxena",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",4500000.0,4500000.0,1,1,1,1,0,Aggressive Investor
Manipal Global Education Services,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
Manipal Group,200000.0,200000.0,1,1,1,1,0,Aggressive Investor
"Manish Kheterpal, Alok Mittal,  Puneet Dalmia,",1450000.0,1450000.0,1,1,1,1,0,Aggressive Investor
"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",250000.0,250000.0,1,1,1,1,0,Aggressive Investor
"Manish Maheshwari, Contrarian Vriddhi Fund",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"Manish Singhal, P39 Capital & Others",300000.0,300000.0,1,1,1,1,0,Aggressive Investor
Mape Advisory,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Mathew Cyriac, Florintree Advisors,",3800000.0,3800000.0,1,1,1,1,0,Aggressive Investor
Matrix Partners,4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
Matrix Partners India,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
"Matrix Partners India, SAIF Partners",6000000.0,6000000.0,1,1,1,1,0,Aggressive Investor
"Matrix Partners, Nexus Ventures",13500000.0,13500000.0,1,1,1,1,0,Aggressive Investor
"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"Max Levchin, Scott Banister",1300000.0,1300000.0,1,1,1,1,0,Aggressive Investor
"Mayank Shah, Shreyans Shah",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Mayfield India II Management Ltd,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
"Mayfield India, Trifecta Capital",5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
Mayfield Ventures,6500000.0,3250000.0,2,2,1,1,0,Aggressive Investor
"Mayfield Ventures, Kalaari Capital, Helion Ventures",15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"Mayfield, Nishant Rao, Dileep Nath",4500000.0,4500000.0,1,1,1,1,0,Aggressive Investor
Medi Assist,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
MediaTek Inc.,60000000.0,60000000.0,1,1,1,1,0,Aggressive Investor
"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Menterra Social Impact Fund,440000.0,440000.0,1,1,1,1,0,Aggressive Investor
"Menterra Social Impact Fund, Unitus Seed Fund",800000.0,800000.0,1,1,1,1,0,Aggressive Investor
"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Michael & Susan Dell Foundation,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
"Michael & Susan Dell Foundation, Pearson Learning Fund",1500000.0,1500000.0,1,1,1,1,0,Aggressive Investor
"Michael & Susan Dell Foundation, Unitus Seed Fund",1500000.0,1500000.0,1,1,1,1,0,Aggressive Investor
Michael and Susan Dell Foundation,900000.0,900000.0,1,1,1,1,0,Aggressive Investor
"Microsoft Ventures, Salesforce Ventures",23000000.0,23000000.0,1,1,1,1,0,Aggressive Investor
"Microsoft, eBay, Tencent Holdings",1400000000.0,1400000000.0,1,1,1,1,2,Conservative Investor
Mirah Hospitality,470000.0,470000.0,1,1,1,1,0,Aggressive Investor
"Mistletoe, M&S Partners",2500000.0,2500000.0,1,1,1,1,0,Aggressive Investor
Mitesh Majithia,2500000.0,2500000.0,1,1,1,1,0,Aggressive Investor
Mitsui & Co & existing investors,21500000.0,21500000.0,1,1,1,1,0,Aggressive Investor
Mitsui & Co.,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",52000000.0,52000000.0,1,1,1,1,0,Aggressive Investor
MoMagic Technologies,1475000.0,737500.0,2,2,2,2,0,Aggressive Investor
"Mohammed Khan, Sameer Narayan & Others",100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"Mohan Alexander, R. Natarajan, Vikrant Varshney, Amit Sinha",350000.0,350000.0,1,1,1,1,0,Aggressive Investor
Mohandas Pai & others,400000.0,400000.0,1,1,1,1,0,Aggressive Investor
Mohit Goel,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Mohit Joshi & Others,330000.0,330000.0,1,1,1,1,0,Aggressive Investor
Mohit Lalvani,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
Morgan Stanley,50000000.0,50000000.0,1,1,1,1,0,Aggressive Investor
Mount Nathan Advisors,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Mount Nathan Advisors Pte Ltd,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Mudit Saxena, Evan Lim",200000.0,200000.0,1,1,1,1,0,Aggressive Investor
Mukesh Kumar Gupta,50000.0,50000.0,1,1,1,1,0,Aggressive Investor
"Mukul Singhal, Rohit Jain, Himanshu Aggrawal, Sunil Goyal Ashish Gupta,",1500000.0,1500000.0,1,1,1,1,0,Aggressive Investor
Multiple investors,150000.0,150000.0,1,1,1,1,0,Aggressive Investor
Multiple investors through Ten Minute Million competition,67500.0,22500.0,3,2,3,1,0,Aggressive Investor
Mumbai Angels,1450000.0,725000.0,2,2,2,1,0,Aggressive Investor
Mumbai Angels & Other angel investors,350000.0,350000.0,1,1,1,1,0,Aggressive Investor
"Mumbai Angels Network, Fireside Ventures, Singapore Angel Network",650000.0,650000.0,1,1,1,1,0,Aggressive Investor
"Mumbai Angels, Mayank Bhangdia, Kae Capital",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Mumbai Angels, Vriddhi Fund, Others",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
NB Ventures,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"NEA, Milliways Ventures, Naya Ventures",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
NSI Infinium Global Pvt. Ltd,8900000.0,8900000.0,1,1,1,1,0,Aggressive Investor
"Nahata Family, Waheed Alli",5400000.0,5400000.0,1,1,1,1,0,Aggressive Investor
Nalin Jain & other angel investors,220000.0,220000.0,1,1,1,1,0,Aggressive Investor
"Nalin Jain, Shomil Pant, Dinesh Kundu & others",205000.0,205000.0,1,1,1,1,0,Aggressive Investor
"Nanadan Nilekani, InMobi, Paytm",315000.0,315000.0,1,1,1,1,0,Aggressive Investor
Nandan Nilekani,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
"Nandan Nilekani, Accel Partners",1400000.0,1400000.0,1,1,1,1,0,Aggressive Investor
"Nandan Nilekani, Accel Partners, Kalaari Capital and Inventus Capital",21000000.0,21000000.0,1,1,1,1,0,Aggressive Investor
NanoHoldings,18000000.0,18000000.0,1,1,1,1,0,Aggressive Investor
"Narottam Thudi, Shireesh Palle",850000.0,850000.0,1,1,1,1,0,Aggressive Investor
"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",80000000.0,80000000.0,1,1,1,1,0,Aggressive Investor
Naspers,71000000.0,71000000.0,1,1,1,1,0,Aggressive Investor
National Science and Technology Entrepreneurship Development Board,30000.0,30000.0,1,1,1,1,0,Aggressive Investor
Naturals Salon Chain,15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"Naveen Arya, Tarun Joshi",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
Naveen Gupta,30000.0,30000.0,1,1,1,1,0,Aggressive Investor
"Naveen Tiwari, Mohit Saxena, Amit Gupta, Piyush Shah, Manish Dugar",400000.0,400000.0,1,1,1,1,0,Aggressive Investor
"Neha Vats, Gaurav Vats",80000.0,80000.0,1,1,1,1,0,Aggressive Investor
"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",2700000.0,2700000.0,1,1,1,1,0,Aggressive Investor
Neoteric Infomatique Limited,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
Net1 UEPS Technologies Inc,40000000.0,40000000.0,1,1,1,1,0,Aggressive Investor
New Enterprise Associates,12500000.0,12500000.0,1,1,1,1,0,Aggressive Investor
"New Enterprise Associates (NEA), Blume Ventures",5200000.0,5200000.0,1,1,1,1,0,Aggressive Investor
"New Enterprise Associates, Cheetah Mobile",13400000.0,13400000.0,1,1,1,1,0,Aggressive Investor
"New Enterprise Associates, Orios Venture Partners",4200000.0,4200000.0,1,1,1,1,0,Aggressive Investor
Newbie Promoter Pvt Ltd,100000.0,100000.0,1,1,1,1,0,Aggressive Investor
Newbie Promoters,150000.0,150000.0,1,1,1,1,0,Aggressive Investor
Next Orbit Ventures Fund,750000.0,750000.0,1,1,1,1,0,Aggressive Investor
Nexus Venture Partners,27000000.0,5400000.0,5,4,2,2,1,Balanced Investor
"Nexus Venture Partners, Blume Ventures",11500000.0,5750000.0,2,1,1,1,0,Aggressive Investor
"Nexus Venture Partners, Innoven Capital",5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
"Nexus Venture Partners, Knoll Ventures and others",5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
"Nexus Venture Partners, Mekin Maheshwari",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Nexus Venture Partners, Omidyar Network",5500000.0,5500000.0,1,1,1,1,0,Aggressive Investor
"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",175000.0,175000.0,1,1,1,1,0,Aggressive Investor
Nihon Kotsu Co,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Nihon Kotsu,",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Ninestarter,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Nirvana Venture Advisors,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
Nitin Bagmane & Other undisclosed investors,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Norwest Venture Partners,18000000.0,6000000.0,3,2,2,1,0,Aggressive Investor
"Norwest Venture Partners, Accel India",15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
"Norwest Venture Partners, DST Global, Accel Partners",7000000.0,7000000.0,1,1,1,1,0,Aggressive Investor
"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
"Norwest Venture Partners, SAIF Partners, Accel Partners",16500000.0,16500000.0,1,1,1,1,0,Aggressive Investor
"Noshir Kaka, Subramanian Ramadorai, Kiran Deshpande, Pankaj Gupta, Ravi Nigam & Others",600000.0,600000.0,1,1,1,1,0,Aggressive Investor
Not Disclosed,20000.0,20000.0,1,1,1,1,0,Aggressive Investor
Now Capital,180000.0,180000.0,1,1,1,1,0,Aggressive Investor
Ojas Ventures,382000.0,382000.0,1,1,1,1,0,Aggressive Investor
Oliphabs Capital,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
Oliphans Capital,450000.0,450000.0,1,1,1,1,0,Aggressive Investor
"Oliphans Capital, Haresh Chawla",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Omidyar Network,10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
"Omidyar Network,",5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
Omnivore Capital,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Omnivore Partners,971000.0,971000.0,1,1,1,1,0,Aggressive Investor
Ontario Teachers’ Pension Plan & Others,200000000.0,200000000.0,1,1,1,1,0,Aggressive Investor
Oranda Global & Others,30000.0,30000.0,1,1,1,1,0,Aggressive Investor
"OrbiMed, Pradip Dadha Group",50000000.0,50000000.0,1,1,1,1,0,Aggressive Investor
"Orios Venture Partners, Amit Ranjan & others",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Orios Venture Partners, Mayfield India",1200000.0,1200000.0,1,1,1,1,0,Aggressive Investor
"Orios Venture Partners, Zishaan Hayath",1300000.0,1300000.0,1,1,1,1,0,Aggressive Investor
Oswal Techno Ventures LLP,400000.0,400000.0,1,1,1,1,0,Aggressive Investor
"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",200000.0,200000.0,1,1,1,1,0,Aggressive Investor
Palred Technologies Ltd,3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
Pankaj Gupta,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
Parampara Capital,2000000.0,1000000.0,2,2,1,1,0,Aggressive Investor
Paul Roy,890000.0,890000.0,1,1,1,1,0,Aggressive Investor
"Pawan Borle, Nirmal Singh, Manish Prasad, Vineet Varma, Nick Haulkoury, Abhai S. Rao",300000.0,300000.0,1,1,1,1,0,Aggressive Investor
PayU,6500000.0,6500000.0,1,1,1,1,0,Aggressive Investor
"PayU, Ribbit Capital, Omidyar Network",6500000.0,6500000.0,1,1,1,1,0,Aggressive Investor
Payal Syal,300000.0,300000.0,1,1,1,1,0,Aggressive Investor
Paytm,25200000.0,8400000.0,3,3,2,1,0,Aggressive Investor
Paytm & existing investors,10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
"Paytm, SAIF Partners,  Tiger Global Management & others",50000000.0,50000000.0,1,1,1,1,0,Aggressive Investor
Peepul Capital,15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
Peesh Venture Capital,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",1750000.0,1750000.0,1,1,1,1,0,Aggressive Investor
"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",400000.0,400000.0,1,1,1,1,0,Aggressive Investor
"Phanindra Sama, Jay Sethuram, Hemant Kanakia, Ravi Trivedi",270000.0,270000.0,1,1,1,1,0,Aggressive Investor
Philippe Bouchet,100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"Pix Vine Capital, Infocomm Development Authority of Singapore",360000.0,360000.0,1,1,1,1,0,Aggressive Investor
"Plug and Play Tech Center, Steelhead Ventures & Others",1070000.0,1070000.0,1,1,1,1,0,Aggressive Investor
"Powai Lake Ventures, Ajeet Khurana & others",395000.0,395000.0,1,1,1,1,0,Aggressive Investor
"Powerhouse Ventures, M&S Partners",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Pradeep Mirani, Aqeel Ahmed, Anand Ladsariya, Nitin Agarwal",300000.0,300000.0,1,1,1,1,0,Aggressive Investor
"Pradyumna Dalmia, Sudhir Rao & Others",700000.0,700000.0,1,1,1,1,0,Aggressive Investor
"Prahlad Rao, Sundara Rajan, Vikram Chachra",200000.0,200000.0,1,1,1,1,0,Aggressive Investor
Prashant Puri,300000.0,300000.0,1,1,1,1,0,Aggressive Investor
Prashanth Ranganathan,200000.0,200000.0,1,1,1,1,0,Aggressive Investor
Pravega Ventures,400000.0,400000.0,1,1,1,1,0,Aggressive Investor
"Pravin Khandelwal, Yatin Kumar Jain",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"PremjiInvest, Tiger Global, Ribbit Capital",40000000.0,40000000.0,1,1,1,1,0,Aggressive Investor
Prime Venture Partners,1750000.0,875000.0,2,2,1,2,0,Aggressive Investor
"Prime Venture Partners,",750000.0,750000.0,1,1,1,1,0,Aggressive Investor
"Prime Venture Partners, Kalaari Capital",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
Private Sector Banks (Debt Funding),15000000.0,15000000.0,1,1,1,1,0,Aggressive Investor
Promatus Group,27000.0,27000.0,1,1,1,1,0,Aggressive Investor
Puneet Bhatia & others,80000.0,80000.0,1,1,1,1,0,Aggressive Investor
Puneet Dalmia,4000000.0,4000000.0,1,1,1,1,0,Aggressive Investor
PurpleTalk Inc,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Purvi Capital,260000.0,260000.0,1,1,1,1,0,Aggressive Investor
Purvi Ventures & Others,400000.0,400000.0,1,1,1,1,0,Aggressive Investor
"Purvi Ventures, Rajul Garg, Vipin Arora",210000.0,210000.0,1,1,1,1,0,Aggressive Investor
QPrize from Qualcomm Ventures,250000.0,250000.0,1,1,1,1,0,Aggressive Investor
Quadria Capital Advisors,40000000.0,40000000.0,1,1,1,1,0,Aggressive Investor
Quake Capital,350000.0,350000.0,1,1,1,1,0,Aggressive Investor
Qualcomm (Through QPrize Contest),350000.0,350000.0,1,1,1,1,0,Aggressive Investor
"Qualcomm Venture, Norwest Venture Partners",10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
Quarizon,365000.0,182500.0,2,2,2,1,0,Aggressive Investor
"Quintillion Media, 500 Startups",770000.0,770000.0,1,1,1,1,0,Aggressive Investor
Quona Capital,7600000.0,7600000.0,1,1,1,1,0,Aggressive Investor
R M Picture Company Pvt. Ltd.,150000.0,150000.0,1,1,1,1,0,Aggressive Investor
"RB Investments PTE Ltd, Orios Venture Partners",6000000.0,6000000.0,1,1,1,1,0,Aggressive Investor
"RB Investments, Fundnel",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"RB Investments, SAIF Partners, Bessemer Venture Partners",10000000.0,10000000.0,1,1,1,1,0,Aggressive Investor
"RB Investments, Sequoia Capital",6000000.0,6000000.0,1,1,1,1,0,Aggressive Investor
"RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",3000000.0,3000000.0,1,1,1,1,0,Aggressive Investor
"RTP-HC, Wonder Ventures, Techstars Ventures & Others",5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
Raghav Bahl,3300000.0,3300000.0,1,1,1,1,0,Aggressive Investor
"Raghav Bahl, Ritu Kapur",600000.0,600000.0,1,1,1,1,0,Aggressive Investor
"Raghu Khanna, Sameer Gupta",110000.0,110000.0,1,1,1,1,0,Aggressive Investor
"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",150000.0,150000.0,1,1,1,1,0,Aggressive Investor
"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",700000.0,700000.0,1,1,1,1,0,Aggressive Investor
Rainmaker Ventures,6000000.0,3000000.0,2,1,2,1,0,Aggressive Investor
Rainmatter,1243000.0,310750.0,4,4,1,2,1,Balanced Investor
"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",161000.0,161000.0,1,1,1,1,0,Aggressive Investor
"Rajan Anandan, L.D Sharma, Saurabh Arora",150000.0,150000.0,1,1,1,1,0,Aggressive Investor
"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,  Mohit Saxena, Internet Group, TNN Capital and others",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",150000.0,150000.0,1,1,1,1,0,Aggressive Investor
"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Rajasthan Angel Investor Network & Others,149000.0,149000.0,1,1,1,1,0,Aggressive Investor
"Rajeev Agrawal, Prashant Gooty",100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"Rajendra Gogri,  Chandrakant Gogri",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"Rajesh Bhatia, Dheeraj Mehta & Others",130000.0,130000.0,1,1,1,1,0,Aggressive Investor
"Rajesh Sawheny , Rajan Anandan, Amit Ranjan, Niraj Singh, AECAL, MeraEvents.",120000.0,120000.0,1,1,1,1,0,Aggressive Investor
"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",300000.0,300000.0,1,1,1,1,0,Aggressive Investor
"Rakesh Mathur, Vikas Taneja & others",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",305000.0,305000.0,1,1,1,1,0,Aggressive Investor
"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",785000.0,785000.0,1,1,1,1,0,Aggressive Investor
"Rannvijay Singh, Anita Hassanandani",108000.0,108000.0,1,1,1,1,0,Aggressive Investor
Rattan Chadha,200000.0,200000.0,1,1,1,1,0,Aggressive Investor
"Ravi Adusumalli, SAIF Partners",12000000.0,12000000.0,1,1,1,1,0,Aggressive Investor
"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Ravi Krishnamurthy,530000.0,530000.0,1,1,1,1,0,Aggressive Investor
"Ravi Saxena, Sandeep Raju,",191000.0,191000.0,1,1,1,1,0,Aggressive Investor
Rebright Partners,425000.0,425000.0,1,1,1,1,0,Aggressive Investor
"Rebright Partners, Anand Rajaraman, Venky Harinarayan",1200000.0,1200000.0,1,1,1,1,0,Aggressive Investor
"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",1300000.0,1300000.0,1,1,1,1,0,Aggressive Investor
"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Recruit Holdings,5000000.0,5000000.0,1,1,1,1,0,Aggressive Investor
Reliance Capital,900000.0,900000.0,1,1,1,1,0,Aggressive Investor
Reliance Capital Venture,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
Reliance Corporate Advisory Services Ltd,1000000.0,1000000.0,1,1,1,1,0,Aggressive Investor
"Riju Gupta, Kamal Chabra",100000.0,100000.0,1,1,1,1,0,Aggressive Investor
"Rimpal Chawla, Anuj Srivastava",200000.0,200000.0,1,1,1,1,0,Aggressive Investor
Riqueza Capital,385000.0,385000.0,1,1,1,1,0,Aggressive Investor
"Rishi Parti, BrahmaX Ventures",500000.0,500000.0,1,1,1,1,0,Aggressive Investor
"Rishi Vasudev, Amit Gupta, Rajiv Nayan",550000.0,550000.0,1,1,1,1,0,Aggressive Investor
"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",300000.0,300000.0,1,1,1,1,0,Aggressive Investor
Rob Chandra,500000.0,500000.0,1,1,1,1,0,Aggressive Investor
Rocket Internet,2000000.0,2000000.0,1,1,1,1,0,Aggressive Investor
"Rocket Internet AG, Holtzbrink Ventures, New Enterprise Associates (NEA), e.ventures, ru-Net, Deutsche Telekom Strategic Investments (DTSI), Silicon Valley Bank",11000000.0,11000000.0,1,1,1,1,0,Aggressive Investor
